municipio_cd,municipio_st,provincia_cd
29071,Moclinejo,29
09221,Modúbar de la Emparedada,09
15049,Moeche,15
35012,Mogán,35
37194,Mogarraz,37
46170,Mogente/Moixent,46
21050,Moguer,21
10124,Mohedas de Granadilla,10
45103,Mohedas de la Jara,45
19189,Mohernando,19
08138,Moià,08
04064,Mojácar,04
47090,Mojados,47
04903,"Mojonera, La",04
49119,Molacillos,49
43085,"Molar, El",43
28086,"Molar, El",28
41063,"Molares, Los",41
49120,Molezuelas de la Carballeda,49
19190,Molina de Aragón,19
30027,Molina de Segura,30
24100,Molinaseca,24
02049,Molinicos,02
37195,Molinillo,37
44151,Molinos,44
42117,Molinos de Duero,42
28087,"Molinos, Los",28
08123,Molins de Rei,08
39046,Molledo,39
25137,Mollerussa,25
17106,Mollet de Peralada,17
08124,Mollet del Vallès,08
29072,Mollina,29
17107,Molló,17
25136,"Molsosa, La",25
18133,Molvízar,18
05132,Mombeltrán,05
42118,Momblona,42
49121,Mombuey,49
18134,Monachil,18
19191,Monasterio,19
09223,Monasterio de la Sierra,09
09224,Monasterio de Rodilla,09
47091,Monasterio de Vega,47
46171,Moncada,46
09225,Moncalvillo,09
12077,Moncofa,12
29073,Monda,29
36030,Mondariz,36
36031,Mondariz-Balneario,36
19192,Mondéjar,19
27030,Mondoñedo,27
50170,Monegrillo,50
22155,Monesma y Cajigar,22
06085,Monesterio,06
50171,Moneva,50
49122,Monfarracinos,49
15050,Monfero,15
22156,Monflorite-Lascasas,22
37196,Monforte de la Sierra,37
27031,Monforte de Lemos,27
44152,Monforte de Moyuela,44
03088,Monforte del Cid,03
08128,Monistrol de Calders,08
08127,Monistrol de Montserrat,08
37197,Monleón,37
37198,Monleras,37
03089,Monóvar/Monòver,03
50172,Monreal de Ariza,50
44153,Monreal del Campo,44
16128,Monreal del Llano,16
31172,Monreal/Elo,31
10125,Monroy,10
44154,Monroyo,44
37199,Monsagro,37
05133,Monsalupe,05
17109,Montagut i Oix,17
44155,Montalbán,44
14040,Montalbán de Córdoba,14
16129,Montalbanejo,16
16130,Montalbo,16
02050,Montalvos,02
49123,Montamarta,49
12078,Montán,12
10126,Montánchez,10
12079,Montanejos,12
22157,Montanuy,22
19193,Montarrón,19
46173,Montaverner,46
43086,Montblanc,43
43088,Montbrió del Camp,43
08125,Montcada i Reixac,08
08130,Montclar,08
31173,Monteagudo,31
16131,Monteagudo de las Salinas,16
42119,Monteagudo de las Vicarías,42
44156,Monteagudo del Castillo,44
47092,Montealegre de Campos,47
02051,Montealegre del Castillo,02
45104,Montearagón,45
29903,Montecorto,29
32049,Montederramo,32
18135,Montefrío,18
10127,Montehermoso,10
29074,Montejaque,29
18136,Montejícar,18
37200,Montejo,37
40129,Montejo de Arévalo,40
28088,Montejo de la Sierra,28
40130,Montejo de la Vega de la Serrezuela,40
42120,Montejo de Tiermes,42
25139,Montellà i Martinet,25
41064,Montellano,41
14041,Montemayor,14
47093,Montemayor de Pililla,47
37201,Montemayor del Río,37
06086,Montemolín,06
42121,Montenegro de Cameros,42
50173,Monterde,50
44157,Monterde de Albarracín,44
32050,Monterrei,32
27032,Monterroso,27
40131,Monterrubio,40
37202,Monterrubio de Armuña,37
09226,Monterrubio de la Demanda,09
06087,Monterrubio de la Serena,06
37203,Monterrubio de la Sierra,37
46174,Montesa,46
45105,Montesclaros,45
03903,"Montesinos, Los",03
08131,Montesquiu,08
25140,Montferrer i Castellbò,25
43089,Montferri,43
25138,Montgai,25
08126,Montgat,08
13057,Montiel,13
06088,Montijo,06
14042,Montilla,14
18137,Montillana,18
46175,Montitxelvo/Montichelvo,46
23062,Montizón,23
08132,Montmajor,08
08133,Montmaneu,08
43090,"Montmell, El",43
08135,Montmeló,08
25142,Montoliu de Lleida,25
25141,Montoliu de Segarra,25
50174,Montón,50
09227,Montorio,09
25143,Montornès de Segarra,25
08136,Montornès del Vallès,08
14043,Montoro,14
43091,Mont-ral,43
17110,Mont-ras,17
43092,Mont-roig del Camp,43
46176,Montroi/Montroy,46
08137,Montseny,08
46172,Montserrat,46
07038,Montuïri,07
14044,Monturque,14
22158,Monzón,22
34108,Monzón de Campos,34
45106,Mora,45
44158,Mora de Rubielos,44
43093,Móra d'Ebre,43
43094,Móra la Nova,43
09228,Moradillo de Roa,09
13058,Moral de Calatrava,13
40132,Moral de Hornuez,40
47094,Moral de la Reina,47
49124,Moral de Sayago,49
18138,Moraleda de Zafayona,18
10128,Moraleja,10
28089,Moraleja de Enmedio,28
47095,Moraleja de las Panaderas,47
05134,Moraleja de Matacabras,05
49126,Moraleja de Sayago,49
49125,Moraleja del Vino,49
47096,Morales de Campos,47
49128,Morales de Rey,49
49129,Morales de Toro,49
49130,Morales de Valverde,49
49127,Morales del Vino,49
49131,Moralina,49
28090,Moralzarzal,28
36032,Moraña,36
37204,Morasverdes,37
50175,Morata de Jalón,50
50176,Morata de Jiloca,50
28091,Morata de Tajuña,28
30028,Moratalla,30
19194,Moratilla de los Meleros,19
34109,Moratinos,34
10129,Morcillo,10
33038,Morcín,33
01039,Moreda de Álava/Moreda Araba,01
18909,Morelábor,18
43095,"Morell, El",43
12080,Morella,12
19195,Morenilla,19
31174,Morentin,31
43096,"Morera de Montsant, La",43
06089,"Morera, La",06
49132,Moreruela de los Infanzones,49
49133,Moreruela de Tábara,49
50177,Morés,50
48066,Morga,48
14045,Moriles,14
37205,Morille,37
37206,Moríñigo,37
37207,Moriscos,37
42123,Morón de Almazán,42
41065,Morón de la Frontera,41
37208,Moronta,37
50178,Moros,50
36033,Mos,36
44159,Moscardón,44
44160,Mosqueruela,44
28092,Móstoles,28
16132,Mota de Altarejos,16
16133,Mota del Cuervo,16
47097,Mota del Marqués,47
16134,Motilla del Palancar,16
02052,Motilleja,02
18140,Motril,18
16135,Moya,16
35013,Moya,35
50179,Moyuela,50
37209,Mozárbez,37
40134,Mozoncillo,40
50180,Mozota,50
47098,Mucientes,47
34110,Mudá,34
47099,"Mudarra, La",47
19196,Muduex,19
50181,Muel,50
50182,"Muela, La",50
49134,Muelas de los Caballeros,49
49135,Muelas del Pan,49
31175,Mues,31
49136,Muga de Sayago,49
15051,Mugardos,15
32051,Muíños,32
30029,Mula,30
48068,Mundaka,48
50183,Munébrega,50
02053,Munera,02
48069,Mungia,48
44161,Muniesa,44
26098,Munilla,26
48007,Munitibar-Arbatzegi Gerrikaitz,48
08129,Muntanyola,08
05135,Muñana,05
05136,Muñico,05
05138,Muñogalindo,05
05139,Muñogrande,05
05140,Muñomer del Peco,05
40135,Muñopedro,40
05141,Muñopepe,05
05142,Muñosancho,05
05143,Muñotello,05
40136,Muñoveros,40
08139,Mura,08
27033,Muras,27
31176,Murchante,31
30030,Murcia,30
50184,Murero,50
24101,Murias de Paredes,24
47100,Muriel,47
42124,Muriel de la Fuente,42
42125,Muriel Viejo,42
31177,Murieta,31
50185,Murillo de Gállego,50
26099,Murillo de Río Leza,26
31178,Murillo el Cuende,31
31179,Murillo el Fruto,31
03091,Murla,03
07039,Muro,07
26100,Muro de Aguas,26
03092,Muro de Alcoy,03
26101,Muro en Cameros,26
15053,Muros,15
33039,Muros de Nalón,33
18141,Murtas,18
48908,Murueta,48
31180,Muruzábal,31
46177,Museros,46
48071,Muskiz,48
20057,Mutiloa,20
20056,Mutriku,20
03090,Mutxamel,03
15052,Muxía,15
48067,Muxika,48
48909,Nabarniz,48
04065,Nacimiento,04
42127,Nafría de Ucero,42
26102,Nájera,26
26103,Nalda,26
25145,Nalec,25
45107,Nambroca,45
46178,Nàquera/Náquera,46
16137,Narboneta,16
15054,Narón,15
05144,Narrillos del Álamo,05
05145,Narrillos del Rebollar,05
42128,Narros,42
37211,Narros de Matalayegua,37
05149,Narros de Saldueña,05
05147,Narros del Castillo,05
05148,Narros del Puerto,05
25025,Naut Aran,25
33040,Nava,33
05152,Nava de Arévalo,05
37213,Nava de Béjar,37
37214,Nava de Francia,37
40138,Nava de la Asunción,40
45108,"Nava de Ricomalillo, La",45
09229,Nava de Roa,09
06090,"Nava de Santiago, La",06
37215,Nava de Sotrobal,37
05153,Nava del Barco,05
47101,Nava del Rey,47
21051,"Nava, La",21
37212,Navacarros,37
05151,Navacepedilla de Corneja,05
28093,Navacerrada,28
10130,Navaconcejo,10
05154,Navadijos,05
05155,Navaescurial,05
40139,Navafría,40
45109,Navahermosa,45
05156,Navahondilla,05
12081,Navajas,12
26104,Navajún,26
22160,Naval,22
05157,Navalacruz,05
28094,Navalafuente,28
28095,Navalagamella,28
45110,Navalcán,45
28096,Navalcarnero,28
42129,Navaleno,42
37216,Navales,37
40140,Navalilla,40
40141,Navalmanzano,40
05158,Navalmoral,05
37217,Navalmoral de Béjar,37
10131,Navalmoral de la Mata,10
45111,Navalmoralejo,45
45112,"Navalmorales, Los",45
05159,Navalonguilla,05
05160,Navalosa,05
05161,Navalperal de Pinares,05
05162,Navalperal de Tormes,05
13059,Navalpino,13
45113,"Navalucillos, Los",45
05163,Navaluenga,05
10132,Navalvillar de Ibor,10
06091,Navalvillar de Pela,06
37218,Navamorales,37
45114,Navamorcuende,45
05164,Navaquesera,05
08140,Navarcles,08
50186,Navardún,50
40142,Navares de Ayuso,40
40143,Navares de Enmedio,40
40144,Navares de las Cuevas,40
01041,Navaridas,01
05165,Navarredonda de Gredos,05
37219,Navarredonda de la Rinconada,37
28097,Navarredonda y San Mamés,28
05166,Navarredondilla,05
46179,Navarrés,46
26105,Navarrete,26
05167,Navarrevisca,05
08141,Navàs,08
09230,Navas de Bureba,09
13060,Navas de Estena,13
19197,"Navas de Jadraque, Las",19
02054,Navas de Jorquera,02
41066,"Navas de la Concepción, Las",41
40145,Navas de Oro,40
40904,Navas de Riofrío,40
40146,Navas de San Antonio,40
23063,Navas de San Juan,23
10133,Navas del Madroño,10
05168,"Navas del Marqués, Las",05
28099,Navas del Rey,28
31181,Navascués/Nabaskoze,31
37221,Navasfrías,37
17111,Navata,17
05169,Navatalgordo,05
05170,Navatejares,05
25146,Navès,25
10134,Navezuelas,10
33041,Navia,33
27034,Navia de Suarna,27
49137,Navianos de Valverde,49
31182,Nazar,31
09231,Nebreda,09
15055,Neda,15
19198,Negredo,19
15056,Negreira,15
37222,Negrilla de Palencia,37
27035,Negueira de Muñiz,27
09232,Neila,09
05171,Neila de San Miguel,05
42130,Nepas,42
29075,Nerja,29
02055,Nerpio,02
21052,Nerva,21
26106,Nestares,26
18903,Nevada,18
36034,"Neves, As",36
21053,Niebla,21
40148,Nieva,40
26107,Nieva de Cameros,26
36035,Nigrán,36
18143,Nigüelas,18
50187,Nigüella,50
05172,Niharra,05
04066,Níjar,04
18144,Nívar,18
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),31
23064,Noalejo,23
45115,Noblejas,45
24102,Noceda del Bierzo,24
45116,Noez,45
27037,"Nogais, As",27
34112,Nogal de las Huertas,34
06092,Nogales,06
32052,Nogueira de Ramuín,32
44163,Noguera de Albarracín,44
44164,Nogueras,44
44165,Nogueruelas,44
15057,Noia,15
39047,Noja,39
42131,Nolay,42
45117,Nombela,45
50188,Nombrevilla,50
50189,Nonaspe,50
33042,Noreña,33
08142,"Nou de Berguedà, La",08
43097,"Nou de Gaià, La",43
22162,Novales,22
50190,Novallas,50
03093,Novelda,03
46180,Novelé/Novetlè,46
45118,Novés,45
42132,Noviercas,42
50191,Novillas,50
03094,"Nucia, la",03
22163,Nueno,22
14046,Nueva Carteya,14
47102,Nueva Villa de las Torres,47
50192,Nuévalos,50
28100,Nuevo Baztán,28
50193,Nuez de Ebro,50
12082,Nules,12
43098,Nulles,43
45119,Numancia de la Sagra,45
45120,Nuño Gómez,45
10135,Nuñomoral,10
31183,Obanos,31
14047,Obejo,14
44167,Obón,44
45121,Ocaña,45
19199,Ocentejo,19
31185,Ochagavía/Otsagabia,31
26109,Ochánduri,26
31184,Oco,31
26108,Ocón,26
25148,Odèn,25
08143,Òdena,08
31186,Odieta,31
44168,Odón,44
24103,Oencia,24
17112,Ogassa,17
18145,Ogíjares,18
04067,Ohanes,04
36036,Oia,36
20063,Oiartzun,20
32053,Oímbra,32
31187,Oiz,31
26110,Ojacastro,26
29076,Ojén,29
30031,Ojós,30
44169,Ojos Negros,44
05173,Ojos-Albos,05
01042,Okondo,01
20058,Olaberria,20
31188,Olaibar,31
31189,Olazti/Olazagutía,31
44171,Olba,44
34113,Olea de Boedo,34
15058,Oleiros,15
31190,Olejua,31
08145,Olèrdola,08
08146,Olesa de Bonesvalls,08
08147,Olesa de Montserrat,08
25149,Oliana,25
45122,Olías del Rey,45
44172,Oliete,44
25150,Oliola,25
31191,Olite/Erriberri,31
25151,Olius,25
46181,Oliva,46
06093,Oliva de la Frontera,06
06094,Oliva de Mérida,06
10136,Oliva de Plasencia,10
35014,"Oliva, La",35
19200,"Olivar, El",19
41067,Olivares,41
47103,Olivares de Duero,47
16139,Olivares de Júcar,16
08148,Olivella,08
06095,Olivenza,06
26111,Ollauri,26
46183,"Olleria, l'",46
19201,Olmeda de Cobeta,19
19202,"Olmeda de Jadraque, La",19
16140,Olmeda de la Cuesta,16
28101,Olmeda de las Fuentes,28
16141,Olmeda del Rey,16
16142,Olmedilla de Alarcón,16
16143,Olmedilla de Eliz,16
09235,Olmedillo de Roa,09
47104,Olmedo,47
37223,Olmedo de Camaces,37
49138,Olmillos de Castro,49
09236,Olmillos de Muñó,09
47105,Olmos de Esgueva,47
34114,Olmos de Ojeda,34
47106,Olmos de Peñafiel,47
44173,"Olmos, Los",44
46182,Olocau,46
12083,Olocau del Rey,12
40149,Olombrada,40
31192,Olóriz/Oloritz,31
08149,Olost,08
17114,Olot,17
25152,"Oluges, Les",25
04068,Olula de Castro,04
04069,Olula del Río,04
08144,Olvan,08
42134,Ólvega,42
22164,Olvena,22
11024,Olvera,11
50194,Olvés,50
24104,"Omañas, Las",24
25153,"Omellons, Els",25
25154,"Omells de na Gaia, Els",25
42135,Oncala,42
12084,Onda,12
03095,Ondara,03
48073,Ondarroa,48
03096,Onil,03
33043,Onís,33
45123,Ontígola,45
46184,Ontinyent,46
22165,Ontiñena,22
02056,Ontur,02
24105,Onzonilla,24
09238,Oña,09
20059,Oñati,20
09239,Oquillas,09
03097,Orba,03
37224,"Orbada, La",37
31195,Orbaizeta,31
09241,Orbaneja Riopico,09
31196,Orbara,31
05174,Orbita,05
50195,Orcajo,50
18146,Orce,18
23065,Orcera,23
15059,Ordes,15
19203,"Ordial, El",19
17115,Ordis,17
20076,Ordizia,20
19204,Orea,19
40150,Orejana,40
06096,Orellana de la Sierra,06
06097,Orellana la Vieja,06
20905,Orendain,20
50196,Orera,50
50197,Orés,50
20060,Orexa,20
25155,Organyà,25
45124,Orgaz,45
18147,Órgiva,18
04070,Oria,04
03099,Orihuela,03
44174,Orihuela del Tremedal,44
20061,Orio,20
08150,Orís,08
31197,Orísoain,31
08151,Oristà,08
31906,Orkoien,31
20062,Ormaiztegi,20
31198,Oronz/Orontze,31
45125,Oropesa,45
12085,Oropesa del Mar/Orpesa,12
15060,Oroso,15
38026,"Orotava, La",38
31199,Oroz-Betelu/Orotz-Betelu,31
48075,Orozko,48
08152,Orpí,08
31211,Orreaga/Roncesvalles,31
44175,Orrios,44
08153,Òrrius,08
26112,Ortigosa de Cameros,26
40151,Ortigosa de Pestaño,40
40901,Ortigosa del Monte,40
15061,Ortigueira,15
48083,Ortuella,48
28102,Orusco de Tajuña,28
03098,Orxeta,03
25156,Os de Balaguer,25
16145,Osa de la Vega,16
50198,Oseja,50
24106,Oseja de Sajambre,24
50199,Osera de Ebro,50
05175,"Oso, El",05
17116,Osor,17
34116,Osornillo,34
34901,Osorno la Mayor,34
02057,Ossa de Montiel,02
22167,Osso de Cinca,22
25157,Ossó de Sió,25
41068,Osuna,41
31200,Oteiza,31
45126,Otero,45
49139,Otero de Bodas,49
40152,Otero de Herreros,40
18148,Otívar,18
46185,Otos,46
48072,Otxandio,48
32054,Ourense,32
27038,Ourol,27
27039,Outeiro de Rei,27
15062,Outes,15
33044,Oviedo,33
01043,Oyón-Oion,01
15902,Oza-Cesuras,15
08154,Pacs del Penedès,08
15064,Paderne,15
32055,Paderne de Allariz,32
05176,Padiernos,05
09242,Padilla de Abajo,09
09243,Padilla de Arriba,09
32056,Padrenda,32
15065,Padrón,15
09244,Padrones de Bureba,09
18150,Padul,18
04071,Padules,04
46186,Paiporta,46
35015,Pájara,35
40154,Pajarejos,40
05177,Pajares de Adaja,05
37225,Pajares de la Laguna,37
49141,Pajares de la Lampreana,49
24107,Pajares de los Oteros,24
16146,Pajarón,16
16147,Pajaroncillo,16
05178,Palacios de Goda,05
09246,Palacios de la Sierra,09
24108,Palacios de la Valduerna,24
09247,Palacios de Riopisuerga,09
49143,Palacios de Sanabria,49
37226,Palacios del Arzobispo,37
49142,Palacios del Pan,49
24109,Palacios del Sil,24
41069,"Palacios y Villafranca, Los",41
37228,Palaciosrubios,37
08155,Palafolls,08
17117,Palafrugell,17
17118,Palamós,17
12087,Palanques,12
27040,Palas de Rei,27
25158,"Palau d'Anglesola, El",25
17119,Palau de Santa Eulàlia,17
17121,Palau-sator,17
17120,Palau-saverdera,17
08156,Palau-solità i Plegamans,08
47109,Palazuelo de Vedija,47
40155,Palazuelos de Eresma,40
09248,Palazuelos de la Sierra,09
09249,Palazuelos de Muñó,09
34120,Palencia,34
37229,Palencia de Negrilla,37
14048,Palenciana,14
34121,Palenzuela,34
43100,"Pallaresos, Els",43
08157,Pallejà,08
07040,Palma,07
08905,"Palma de Cervelló, La",08
46187,Palma de Gandía,46
43099,"Palma d'Ebre, La",43
21054,"Palma del Condado, La",21
14049,Palma del Río,14
19208,Pálmaces de Jadraque,19
41904,"Palmar de Troya, El",41
35016,"Palmas de Gran Canaria, Las",35
46188,Palmera,46
22168,Palo,22
17123,Palol de Revardit,17
44176,Palomar de Arroyos,44
46189,"Palomar, el",46
16148,Palomares del Campo,16
41070,Palomares del Río,41
06098,Palomas,06
45127,Palomeque,45
16149,Palomera,16
10137,Palomero,10
21055,Palos de la Frontera,21
17124,Pals,17
18151,Pampaneira,18
09250,Pampliega,09
31201,Pamplona/Iruña,31
09251,Pancorbo,09
44177,Pancrudo,44
50200,Paniza,50
22170,Panticosa,22
45128,Pantoja,45
27041,Pantón,27
05179,Papatrigo,05
08158,"Papiol, El",08
16150,Paracuellos,16
28104,Paracuellos de Jarama,28
50201,Paracuellos de Jiloca,50
50202,Paracuellos de la Ribera,50
37230,Parada de Arriba,37
37231,Parada de Rubiales,37
32057,Parada de Sil,32
41071,Paradas,41
27042,Paradela,27
37232,Paradinas de San Juan,37
34122,Páramo de Boedo,34
24110,Páramo del Sil,24
27043,"Páramo, O",27
29077,Parauta,29
03100,Parcent,03
09253,Pardilla,09
17125,Pardines,17
19209,Pardos,19
16151,Paredes,16
45129,Paredes de Escalona,45
34123,Paredes de Nava,34
19210,Paredes de Sigüenza,19
19211,Pareja,19
08159,Parets del Vallès,08
28106,Parla,28
17126,Parlavà,17
16152,"Parra de las Vegas, La",16
06099,"Parra, La",06
05180,"Parral, El",05
44178,"Parras de Castellote, Las",44
33045,Parres,33
47110,"Parrilla, La",47
45130,Parrillas,45
04072,Partaloa,04
09255,Partido de la Sierra en Tobalina,09
20064,Pasaia,20
10138,Pasarón de la Vera,10
05181,Pascualcobo,05
38027,"Paso, El",38
43101,Passanant i Belltall,43
37233,Pastores,37
27044,"Pastoriza, A",27
19212,Pastrana,19
50203,Pastriz,50
46190,Paterna,46
11025,Paterna de Rivera,11
21056,Paterna del Campo,21
02058,Paterna del Madera,02
04073,Paterna del Río,04
28107,Patones,28
17128,Pau,17
43102,Paüls,43
12088,Pavías,12
21057,Paymogo,21
34124,Payo de Ojeda,34
37234,"Payo, El",37
36037,Pazos de Borbén,36
26113,Pazuengos,26
23066,Peal de Becerro,23
04074,Pechina,04
16153,"Pedernoso, El",16
27045,Pedrafita do Cebreiro,27
47111,"Pedraja de Portillo, La",47
47112,Pedrajas de San Esteban,47
46191,Pedralba,46
49145,Pedralba de la Pradería,49
40156,Pedraza,40
37235,Pedraza de Alba,37
34125,Pedraza de Campos,34
19213,"Pedregal, El",19
03101,Pedreguer,03
41072,Pedrera,41
17129,Pedret i Marzà,17
28108,Pedrezuela,28
14050,Pedro Abad,14
05182,Pedro Bernardo,05
18152,Pedro Martínez,18
13061,Pedro Muñoz,13
14051,Pedroche,14
50204,Pedrola,50
16154,"Pedroñeras, Las",16
05183,Pedro-Rodríguez,05
09256,Pedrosa de Duero,09
34126,Pedrosa de la Vega,34
09259,Pedrosa de Río Úrbel,09
09257,Pedrosa del Páramo,09
09258,Pedrosa del Príncipe,09
47113,Pedrosa del Rey,47
50205,"Pedrosas, Las",50
37236,Pedrosillo de Alba,37
37237,Pedrosillo de los Aires,37
37238,Pedrosillo el Ralo,37
26114,Pedroso,26
10139,Pedroso de Acim,10
37239,"Pedroso de la Armuña, El",37
41073,"Pedroso, El",41
23067,Pegalajar,23
03102,Pego,03
49146,"Pego, El",49
05184,Peguerinos,05
37240,Pelabravo,37
45131,Pelahustán,45
37241,Pelarrodríguez,37
37242,Pelayos,37
28109,Pelayos de la Presa,28
40157,Pelayos del Arroyo,40
49147,Peleagonzalo,49
49148,Peleas de Abajo,49
18153,Peligros,18
39048,Penagos,39
03103,Penàguila,03
25164,Penelles,25
12089,Peníscola/Peñíscola,12
37243,"Peña, La",37
37244,Peñacaballera,37
01044,Peñacerrada-Urizaharra,01
47114,Peñafiel,47
41074,Peñaflor,41
47115,Peñaflor de Hornija,47
22172,Peñalba,22
05185,Peñalba de Ávila,05
19214,Peñalén,19
06100,Peñalsordo,06
19215,Peñalver,19
33046,Peñamellera Alta,33
33047,Peñamellera Baja,33
37245,Peñaparda,37
37246,Peñaranda de Bracamonte,37
09261,Peñaranda de Duero,09
37247,Peñarandilla,37
44179,Peñarroya de Tastavins,44
14052,Peñarroya-Pueblonuevo,14
39049,Peñarrubia,39
22173,"Peñas de Riglos, Las",22
02060,Peñas de San Pedro,02
02059,Peñascosa,02
49149,Peñausende,49
45132,Pepino,45
49150,Peque,49
17130,"Pera, La",17
44180,Peracense,44
08160,Perafita,08
43103,Perafort,43
09262,Peral de Arlanza,09
16155,"Peral, El",16
17132,Peralada,17
10140,Peraleda de la Mata,10
10141,Peraleda de San Román,10
06101,Peraleda del Zaucejo,06
16156,"Peraleja, La",16
44181,Peralejos,44
37248,Peralejos de Abajo,37
37249,Peralejos de Arriba,37
19216,Peralejos de las Truchas,19
34127,Perales,34
28110,Perales de Tajuña,28
44182,Perales del Alfambra,44
10142,Perales del Puerto,10
22174,Peralta de Alcofea,22
22175,Peralta de Calasanz,22
31202,Peralta/Azkoien,31
22176,Peraltilla,22
19217,Peralveche,19
25165,Peramola,25
24112,Peranzanes,24
22177,Perarrúa,22
49151,"Perdigón, El",49
50206,Perdiguera,50
32058,"Pereiro de Aguiar, O",32
43104,"Perelló, El",43
37250,Pereña de la Ribera,37
49152,Pereruela,49
29079,Periana,29
49153,Perilla de Castro,49
34904,"Pernía, La",34
37251,Peromingo,37
40158,Perosillo,40
32059,"Peroxa, A",32
22178,Pertusa,22
39050,Pesaguero,39
10143,Pescueza,10
10144,"Pesga, La",10
33048,Pesoz,33
39051,Pesquera,39
47116,Pesquera de Duero,47
16157,"Pesquera, La",16
31203,Petilla de Aragón,31
32060,Petín,32
07041,Petra,07
03104,Petrer,03
46192,Petrés,46
02061,Pétrola,02
18154,"Peza, La",18
28111,Pezuela de las Torres,28
49154,Pías,49
46193,Picanya,46
46194,Picassent,46
16158,"Picazo, El",16
13062,Picón,13
13063,Piedrabuena,13
05186,Piedrahíta,05
49155,Piedrahita de Castro,49
05187,Piedralaves,05
31204,Piedramillera,31
10145,Piedras Albas,10
50207,Piedratajada,50
39052,Piélagos,39
08161,Piera,08
09265,Piérnigas,09
03902,Pilar de la Horadada,03
41075,Pilas,41
46195,Piles,46
43105,"Piles, Les",43
33049,Piloña,33
50208,Pina de Ebro,50
12090,Pina de Montalgrao,12
38901,"Pinar de El Hierro, El",38
18910,"Pinar, El",18
16159,Pinarejo,16
40159,Pinarejos,40
40160,Pinarnegrillo,40
16160,Pineda de Gigüela,16
09266,Pineda de la Sierra,09
08163,Pineda de Mar,08
09267,Pineda Trasmonte,09
37252,Pinedas,37
43106,"Pinell de Brai, El",43
25166,Pinell de Solsonès,25
46196,Pinet,46
19218,Pinilla de Jadraque,19
09268,Pinilla de los Barruecos,09
09269,Pinilla de los Moros,09
19219,Pinilla de Molina,19
49156,Pinilla de Toro,49
42139,Pinilla del Campo,42
28112,Pinilla del Valle,28
09270,Pinilla Trasmonte,09
26115,Pinillos,26
37253,"Pino de Tormes, El",37
49157,Pino del Oro,49
34129,Pino del Río,34
15066,"Pino, O",15
10146,Pinofranqueado,10
25167,Pinós,25
03105,"Pinós, el/Pinoso",03
18157,Pinos Genil,18
18158,Pinos Puente,18
50209,Pinseque,50
50210,"Pintanos, Los",50
28113,Pinto,28
34130,Piña de Campos,34
47117,Piña de Esgueva,47
18159,Píñar,18
47118,Piñel de Abajo,47
47119,Piñel de Arriba,47
49158,"Piñero, El",49
32061,Piñor,32
28114,Piñuécar-Gandullas,28
10147,Piornal,10
19220,Pioz,19
19221,Piqueras,19
16161,Piqueras del Castillo,16
43107,Pira,43
22181,Piracés,22
44183,Pitarque,44
37254,Pitiegua,37
31205,Pitillas,31
29080,Pizarra,29
37255,Pizarral,37
43108,"Pla de Santa Maria, El",43
08164,"Pla del Penedès, El",08
22182,Plan,22
03106,Planes,03
17133,"Planes d'Hostoles, Les",17
17134,Planoles,17
25911,"Plans de Sió, Els",25
10148,Plasencia,10
50211,Plasencia de Jalón,50
10149,Plasenzuela,10
50212,Pleitas,50
50213,Plenas,50
48077,Plentzia,48
30032,Pliego,30
44184,Plou,44
25168,"Poal, El",25
12093,"Pobla de Benifassà, la",12
25169,"Pobla de Cérvoles, La",25
08165,"Pobla de Claramunt, La",08
46199,"Pobla de Farnals, la",46
08166,"Pobla de Lillet, La",08
43109,"Pobla de Mafumet, La",43
43110,"Pobla de Massaluca, La",43
43111,"Pobla de Montornès, La",43
25171,"Pobla de Segur, La",25
46202,"Pobla de Vallbona, la",46
46200,"Pobla del Duc, la",46
46203,"Pobla Llarga, la",46
07044,"Pobla, Sa",07
12094,"Pobla Tornesa, la",12
34131,Población de Arroyo,34
34132,Población de Campos,34
34133,Población de Cerrato,34
24113,Pobladura de Pelayo García,24
49160,Pobladura de Valderaduey,49
49159,Pobladura del Valle,49
13064,Poblete,13
03901,"Poblets, els",03
19222,"Pobo de Dueñas, El",19
44185,"Pobo, El",44
43112,Poboleda,43
32063,"Pobra de Trives, A",32
27047,"Pobra do Brollón, A",27
15067,"Pobra do Caramiñal, A",15
36041,Poio,36
27046,Pol,27
24114,"Pola de Gordón, La",24
39053,Polaciones,39
45133,Polán,45
39054,Polanco,39
34134,Polentinos,34
22184,Poleñino,22
18161,Polícar,18
08167,Polinyà,08
46197,Polinyà de Xúquer,46
07042,Pollença,07
47121,Pollos,47
03107,Polop,03
18162,Polopos,18
34135,Pomar de Valdivia,34
50214,Pomer,50
24115,Ponferrada,24
33050,Ponga,33
43113,"Pont d'Armentera, El",43
25030,"Pont de Bar, El",25
17135,Pont de Molins,17
25173,"Pont de Suert, El",25
08182,"Pont de Vilomara i Rocafort, El",08
36043,Ponte Caldelas,36
36042,Ponteareas,36
15068,Ponteceso,15
36044,Pontecesures,36
15069,Pontedeume,15
32064,Pontedeva,32
27048,"Pontenova, A",27
15070,"Pontes de García Rodríguez, As",15
36038,Pontevedra,36
43141,Pontils,43
08168,Pontons,08
17136,Pontós,17
25172,Ponts,25
23069,Porcuna,23
32062,Porqueira,32
17137,Porqueres,17
43114,Porrera,43
